,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,label
10902, Fiesta,2019,16299,Semi-Auto,8383,Petrol,145,48.7,1.0,0.29637239749068095
10903, C-MAX,2017,10799,Manual,23736,Diesel,20,68.9,1.5,0.19636330575506863
10904, Focus,2016,9000,Manual,35756,Diesel,0,74.3,1.5,0.1636512410219111
10905, Mondeo,2016,12099,Manual,30986,Diesel,20,68.9,2.0,0.22000181834712246
10906, Kuga,2019,14399,Manual,14539,Petrol,145,40.4,1.5,0.26182380216383305
10907, S-MAX,2016,17199,Semi-Auto,25329,Diesel,125,52.3,2.0,0.3127375215928721
10908, Fiesta,2019,15599,Manual,8001,Petrol,145,60.1,1.0,0.2836439676334212
10909, S-MAX,2017,19299,Manual,19198,Diesel,145,56.5,2.0,0.35092281116465135
10910, EcoSport,2019,15499,Manual,9982,Petrol,145,52.3,1.0,0.28182562051095555
10911, EcoSport,2017,11000,Manual,14297,Petrol,125,52.3,1.0,0.20001818347122466
10912, S-MAX,2017,18699,Manual,26372,Diesel,145,56.5,2.0,0.34001272842985725
10913, Kuga,2019,22000,Manual,11869,Diesel,145,37.7,2.0,0.4000363669424493
10914, Ka+,2019,10799,Manual,3078,Petrol,145,48.7,1.2,0.19636330575506863
10915, Focus,2019,18999,Manual,4892,Petrol,145,47.9,1.0,0.3454677697972543
10916, Fiesta,2019,15299,Manual,1758,Petrol,145,58.9,1.0,0.2781889262660242
10917, Kuga,2019,20499,Manual,20062,Diesel,145,38.2,2.0,0.3727429766342395
10918, Kuga,2019,20999,Manual,447,Diesel,145,47.9,2.0,0.38183471224656784
10919, Fiesta,2019,11799,Manual,4126,Petrol,145,58.9,1.0,0.21454677697972543
10920, Fiesta,2019,12799,Manual,2128,Petrol,145,48.7,1.1,0.2327302482043822
10921, Kuga,2017,15000,Manual,12555,Diesel,145,60.1,2.0,0.27275206836985183
10922, Fiesta,2020,16199,Manual,264,Petrol,145,58.9,1.0,0.2945540503682153
10923, C-MAX,2016,9399,Manual,17693,Diesel,20,68.9,1.5,0.17090644604054914
10924, Fiesta,2019,15399,Manual,8793,Petrol,145,58.9,1.0,0.28000727338848985
10925, Fiesta,2019,16199,Semi-Auto,8310,Petrol,145,48.7,1.0,0.2945540503682153
10926, Fiesta,2019,14799,Manual,9817,Petrol,145,60.1,1.0,0.2690971906536958
10927, Galaxy,2017,18399,Manual,40848,Diesel,125,56.5,2.0,0.3345576870624602
10928, C-MAX,2017,11499,Manual,16470,Petrol,30,55.4,1.0,0.20909173561232838
10929, Focus,2017,11499,Manual,28604,Diesel,0,74.3,1.5,0.20909173561232838
10930, EcoSport,2017,11599,Manual,12890,Petrol,145,52.3,1.0,0.21091008273479409
10931, Kuga,2018,15800,Automatic,6170,Petrol,150,38.2,1.5,0.2872988453495772
10932, Focus,2018,18500,Manual,21901,Diesel,150,67.3,2.0,0.3363942176561506
10933, EcoSport,2017,11000,Semi-Auto,9148,Petrol,165,44.8,1.5,0.20001818347122466
10934, Kuga,2017,16700,Manual,18293,Diesel,145,60.1,2.0,0.3036639694517683
10935, Kuga,2017,14500,Manual,31848,Diesel,145,54.3,2.0,0.26366033275752343
10936, Fiesta,2016,9800,Manual,27128,Petrol,20,62.8,1.0,0.1781980180016365
10937, EcoSport,2020,16299,Manual,915,Petrol,145,53.3,1.0,0.29637239749068095
10938, Edge,2018,21200,Manual,26531,Diesel,145,47.9,2.0,0.38548958996272387
10939, Fiesta,2018,11200,Manual,14338,Petrol,150,62.8,1.0,0.203654877716156
10940, Focus,2015,13800,Manual,26270,Petrol,205,41.5,2.0,0.2509319029002637
10941, Fiesta,2019,14960,Manual,3599,Petrol,145,60.1,1.0,0.27202472952086554
10942, Fiesta,2020,17499,Manual,34,Petrol,145,58.9,1.0,0.3181925629602691
10943, Fiesta,2019,15799,Manual,3042,Petrol,145,58.9,1.0,0.28728066187835255
10944, Fiesta,2019,15799,Semi-Auto,14788,Petrol,145,48.7,1.0,0.28728066187835255
10945, Fiesta,2019,12799,Manual,6795,Petrol,145,56.5,1.0,0.2327302482043822
10946, Focus,2019,16299,Manual,5681,Petrol,145,60.1,1.0,0.29637239749068095
10947, Puma,2019,23999,Manual,1225,Petrol,145,50.4,1.0,0.43638512592053824
10948, Galaxy,2019,29499,Manual,3158,Diesel,145,45.6,2.0,0.5363942176561506
10949, Fiesta,2019,12299,Manual,13838,Diesel,145,58.9,1.5,0.22363851259205383
10950, Fiesta,2017,13099,Manual,12022,Petrol,145,62.8,1.0,0.23818528957177926
10951, EcoSport,2019,17000,Manual,1307,Petrol,145,52.3,1.0,0.3091190108191654
10952, EcoSport,2020,19499,Manual,1083,Petrol,145,52.3,1.0,0.3545595054095827
10953, EcoSport,2017,10399,Manual,22402,Petrol,125,53.3,1.0,0.18908991726520594
10954, Focus,2018,19199,Manual,10611,Petrol,145,41.5,2.0,0.34910446404218565
10955, Fiesta,2020,21499,Manual,58,Petrol,145,55.4,1.0,0.39092644785889624
10956, Edge,2019,32599,Semi-Auto,5542,Diesel,145,37.2,2.0,0.5927629784525866
10957, Fiesta,2017,10699,Manual,21913,Diesel,0,78.5,1.5,0.19454495863260296
10958, Focus,2020,30999,Automatic,10,Petrol,145,39.8,1.5,0.5636694244931357
10959, Fiesta,2019,14999,Manual,11576,Petrol,145,58.9,1.0,0.27273388489862715
10960, Fiesta,2018,15399,Semi-Auto,17973,Petrol,145,54.3,1.0,0.28000727338848985
10961, Fiesta,2019,16399,Semi-Auto,7244,Petrol,145,48.7,1.0,0.29819074461314665
10962, B-MAX,2017,10199,Manual,14685,Petrol,30,56.5,1.0,0.18545322302027456
10963, Focus,2018,13299,Manual,16257,Diesel,145,74.3,1.5,0.2418219838167106
10964, Fiesta,2017,11499,Semi-Auto,19145,Petrol,0,57.7,1.0,0.20909173561232838
10965, Focus,2018,13499,Manual,19926,Diesel,145,74.3,1.5,0.24545867806164196
10966, EcoSport,2017,11499,Semi-Auto,12837,Petrol,160,44.8,1.5,0.20909173561232838
10967, Fiesta,2018,9799,Manual,9907,Petrol,145,55.4,1.1,0.17817983453041186
10968, Kuga,2018,17199,Manual,12459,Petrol,145,39.2,1.5,0.3127375215928721
10969, Fiesta,2018,10899,Manual,10793,Petrol,145,58.9,1.0,0.1981816528775343
10970, Mondeo,2019,21499,Manual,3252,Diesel,145,65.7,2.0,0.39092644785889624
10971, Fiesta,2018,11500,Manual,7790,Petrol,145,65.7,1.0,0.20910991908355306
10972, Focus,2020,20999,Automatic,7,Petrol,145,50.4,1.0,0.38183471224656784
10973, C-MAX,2016,11199,Manual,12128,Diesel,20,68.9,1.5,0.20363669424493136
10974, Focus,2017,13099,Automatic,8841,Petrol,145,46.3,1.5,0.23818528957177926
10975, Kuga,2018,16899,Semi-Auto,11009,Diesel,145,58.9,1.5,0.30728248022547505
10976, EcoSport,2019,17000,Manual,7809,Petrol,145,52.3,1.0,0.3091190108191654
10977, Kuga,2016,13499,Manual,22165,Diesel,30,64.2,1.5,0.24545867806164196
10978, Fiesta,2018,15199,Manual,8207,Petrol,145,58.9,1.0,0.2763705791435585
10979, Fiesta,2017,12199,Semi-Auto,7832,Petrol,0,57.7,1.0,0.22182016546958813
10980, Fiesta,2015,7999,Manual,39061,Petrol,20,62.8,1.0,0.14544958632602964
10981, Fiesta,2016,10500,Manual,16640,Petrol,0,65.7,1.0,0.19092644785889626
10982, Fiesta,2017,11500,Manual,20069,Petrol,145,65.7,1.0,0.20910991908355306
10983, Fiesta,2018,11199,Manual,16035,Petrol,145,65.7,1.0,0.20363669424493136
10984, Fiesta,2017,9799,Manual,21603,Petrol,145,65.7,1.0,0.17817983453041186
10985, Edge,2017,20499,Manual,24151,Diesel,145,48.7,2.0,0.3727429766342395
10986, Focus,2016,15000,Manual,27634,Petrol,200,41.5,2.0,0.27275206836985183
10987, Kuga,2018,17799,Manual,12273,Diesel,145,64.2,1.5,0.32364760432766615
10988, Kuga,2017,14499,Manual,23984,Diesel,145,64.2,1.5,0.26364214928629875
10989, Galaxy,2017,19000,Semi-Auto,36708,Diesel,145,52.3,2.0,0.345485953268479
10990, Tourneo Connect,2019,17000,Manual,12815,Diesel,145,48.7,1.5,0.3091190108191654
10991, Mondeo,2019,22899,Automatic,4665,Hybrid,135,47.1,2.0,0.41638330757341574
10992, Fiesta,2018,12499,Manual,11904,Petrol,145,62.8,1.0,0.22727520683698518
10993, Focus,2017,12499,Semi-Auto,16943,Petrol,125,51.4,1.0,0.22727520683698518
10994, C-MAX,2019,14300,Semi-Auto,8348,Diesel,145,56.5,1.5,0.2600236385125921
10995, Fiesta,2015,9699,Manual,42214,Petrol,145,47.9,1.6,0.1763614874079462
10996, Tourneo Custom,2018,15499,Manual,6896,Diesel,145,44.8,2.0,0.28182562051095555
10997, B-MAX,2014,6499,Manual,40213,Petrol,30,55.4,1.0,0.11817437948904445
10998, Fiesta,2018,15000,Manual,15026,Petrol,145,55.4,1.0,0.27275206836985183
10999, S-MAX,2016,15000,Manual,33770,Diesel,125,56.5,2.0,0.27275206836985183
11000, Fiesta,2016,8499,Manual,15505,Petrol,0,65.7,1.0,0.15454132193835804
11001, Fiesta,2020,25999,Manual,12,Petrol,145,40.4,1.5,0.4727520683698518
11002, EcoSport,2016,10499,Semi-Auto,21099,Petrol,160,44.8,1.5,0.1909082643876716
11003, Fiesta,2017,8699,Manual,25398,Petrol,145,64.2,1.1,0.1581780161832894
11004, Focus,2018,18999,Manual,21791,Diesel,145,67.3,2.0,0.3454677697972543
11005, Fiesta,2018,11699,Manual,18337,Petrol,145,65.7,1.0,0.21272842985725976
11006, Fiesta,2018,12799,Manual,15526,Petrol,145,62.8,1.0,0.2327302482043822
11007, B-MAX,2014,7199,Manual,38058,Diesel,20,70.6,1.6,0.13090280934630422
11008, Focus,2019,18898,Manual,8800,Petrol,150,51.4,1.5,0.343631239203564
11009, Kuga,2013,9486,Manual,40700,Diesel,150,53.3,2.0,0.17248840803709428
11010, Ka+,2018,8430,Manual,8500,Petrol,150,47.9,1.2,0.15328666242385672
11011, Fiesta,2019,12000,Manual,50,Petrol,145,58.9,1.0,0.21820165469588143
11012, Fiesta,2018,13994,Manual,12317,Petrol,145,57.7,1.0,0.2544594963178471
11013, Fiesta,2018,10456,Manual,25000,Petrol,145,65.7,1.0,0.19012637512501138
11014, Focus,2016,11784,Manual,6000,Diesel,0,74.3,1.5,0.21427402491135558
11015, Focus,2016,10696,Manual,13000,Petrol,20,60.1,1.0,0.194490408218929
11016, Focus,2018,21199,Manual,6101,Petrol,145,41.5,2.0,0.38547140649149925
11017, C-MAX,2016,9950,Manual,27863,Diesel,20,68.9,1.5,0.18092553868533504
11018, Tourneo Custom,2017,20000,Manual,26514,Diesel,200,44.8,2.0,0.3636694244931357
11019, Grand C-MAX,2018,14499,Manual,3937,Petrol,145,47.1,1.0,0.26364214928629875
11020, Kuga,2019,20499,Manual,1987,Petrol,145,35.3,1.5,0.3727429766342395
11021, Fiesta,2016,11899,Semi-Auto,12656,Petrol,0,57.7,1.0,0.2163651241021911
11022, C-MAX,2017,11000,Manual,5584,Petrol,30,55.4,1.0,0.20001818347122466
11023, Focus,2013,5999,Manual,63424,Petrol,30,56.5,1.0,0.10908264387671607
11024, Fiesta,2016,7499,Manual,22671,Petrol,125,54.3,1.2,0.13635785071370124
11025, Kuga,2018,16999,Manual,17243,Diesel,145,54.3,1.5,0.3091008273479407
11026, Fiesta,2018,14999,Manual,5021,Petrol,145,58.9,1.0,0.27273388489862715
11027, B-MAX,2015,6999,Manual,34793,Diesel,20,70.6,1.6,0.12726611510137284
11028, Fiesta,2017,8499,Manual,30940,Petrol,125,54.3,1.2,0.15454132193835804
11029, Focus,2018,12499,Manual,16819,Petrol,145,61.4,1.0,0.22727520683698518
11030, Focus,2017,9999,Manual,70348,Diesel,0,74.3,1.5,0.1818165287753432
11031, Fiesta,2017,10499,Manual,8218,Petrol,0,65.7,1.0,0.1909082643876716
11032, Fiesta,2013,5499,Manual,69954,Petrol,30,54.3,1.2,0.09999090826438767
11033, Fiesta,2017,9990,Manual,21475,Petrol,150,65.7,1.0,0.1816528775343213
11034, Fiesta,2014,6500,Manual,40119,Petrol,30,54.3,1.2,0.11819256296026912
11035, Fiesta,2018,17990,Manual,11028,Petrol,150,40.3,1.5,0.3271206473315756
11036, Kuga,2017,17990,Manual,26657,Diesel,150,54.3,2.0,0.3271206473315756
11037, Fiesta,2018,15000,Manual,9760,Petrol,150,62.8,1.0,0.27275206836985183
11038, C-MAX,2016,7991,Manual,50550,Petrol,165,44.1,1.6,0.14530411855623238
11039, Fiesta,2016,9991,Manual,38765,Petrol,145,47.9,1.6,0.18167106100554595
11040, Fiesta,2018,9995,Manual,32668,Petrol,145,65.7,1.0,0.1817437948904446
11041, EcoSport,2017,9995,Manual,27175,Petrol,145,52.3,1.0,0.1817437948904446
11042, Fiesta,2016,9995,Manual,13893,Petrol,0,65.7,1.0,0.1817437948904446
11043, Fiesta,2018,14792,Manual,20700,Petrol,145,40.3,1.5,0.2689699063551232
11044, Fiesta,2018,11979,Manual,33000,Petrol,145,60.1,1.0,0.21781980180016366
11045, C-MAX,2014,7498,Manual,55000,Petrol,30,55.4,1.0,0.1363396672424766
11046, Focus,2019,16294,Automatic,13000,Petrol,145,50.4,1.0,0.2962814801345577
11047, Fiesta,2016,8974,Manual,33000,Petrol,0,65.7,1.0,0.16317847077007
11048, S-MAX,2016,15498,Semi-Auto,34000,Diesel,145,52.3,2.0,0.2818074370397309
11049, Fiesta,2015,8263,Manual,33000,Petrol,0,65.7,1.0,0.15025002272933904
11050, Fiesta,2017,11287,Manual,12000,Diesel,145,88.3,1.5,0.20523683971270115
11051, Focus,2015,8474,Manual,32000,Petrol,20,61.4,1.0,0.1540867351577416
11052, Fiesta,2017,9445,Manual,20000,Petrol,145,65.7,1.0,0.17174288571688334
11053, Kuga,2018,16794,Manual,25000,Diesel,145,60.1,2.0,0.3053732157468861
11054, Kuga,2017,17474,Manual,26000,Diesel,145,54.3,2.0,0.3177379761796527
11055, Kuga,2017,15762,Manual,26000,Diesel,125,60.1,2.0,0.2866078734430403
11056, Focus,2019,16982,Manual,4000,Petrol,145,60.1,1.0,0.30879170833712155
11057, Focus,2016,8992,Manual,35646,Petrol,20,60.1,1.0,0.16350577325211382
11058, Focus,2015,8942,Manual,33000,Petrol,20,60.1,1.0,0.162596599690881
11059, Fiesta,2018,10499,Manual,34886,Petrol,145,65.7,1.0,0.1909082643876716
11060, Fiesta,2018,10000,Manual,32620,Petrol,145,65.7,1.0,0.18183471224656786
11061, Fiesta,2019,16299,Semi-Auto,8398,Petrol,145,48.7,1.0,0.29637239749068095
11062, Fiesta,2019,16500,Semi-Auto,5220,Petrol,145,48.7,1.0,0.300027275206837
11063, Fiesta,2017,11399,Manual,18001,Petrol,20,62.8,1.0,0.2072733884898627
11064, Focus,2019,16800,Manual,30,Petrol,145,58.9,1.0,0.305482316574234
11065, Focus,2019,22000,Automatic,13917,Diesel,145,64.2,2.0,0.4000363669424493
11066, Fiesta,2018,10800,Manual,6866,Petrol,145,58.9,1.0,0.1963814892262933
11067, Focus,2016,9200,Manual,36500,Petrol,20,61.4,1.0,0.16728793526684244
11068, Mondeo,2017,16200,Automatic,35136,Diesel,150,58.9,2.0,0.2945722338394399
11069, S-MAX,2016,15496,Manual,50000,Diesel,125,56.5,2.0,0.2817710700972816
11070, Mondeo,2017,13985,Semi-Auto,51000,Diesel,125,57.7,2.0,0.2542958450768252
11071, Focus,2017,12429,Semi-Auto,15000,Petrol,125,51.4,1.0,0.2260023638512592
11072, Focus,2019,14890,Manual,11399,Petrol,145,58.9,1.0,0.27075188653513954
11073, Fiesta,2019,13880,Manual,7292,Petrol,145,56.5,1.0,0.2523865805982362
11074, Focus,2019,14850,Manual,11788,Petrol,145,58.9,1.0,0.2700245476861533
11075, Focus,2017,10890,Semi-Auto,41934,Petrol,125,51.4,1.0,0.1980180016365124
11076, Ka+,2019,11590,Manual,356,Petrol,145,47.9,1.2,0.21074643149377217
11077, Ka+,2019,12840,Manual,66,Petrol,145,43.5,1.2,0.23347577052459315
11078, Ka+,2019,11950,Manual,89,Petrol,145,47.9,1.2,0.2172924811346486
11079, Ka+,2019,12800,Manual,162,Petrol,145,43.5,1.2,0.23274843167560688
11080, Ka+,2019,12890,Manual,300,Petrol,145,43.5,1.2,0.234384944085826
11081, Ka+,2019,12000,Manual,1553,Petrol,145,47.9,1.2,0.21820165469588143
11082, Ka+,2019,11990,Manual,344,Petrol,145,47.9,1.2,0.21801981998363487
11083, Ka+,2019,12000,Manual,255,Petrol,145,47.9,1.2,0.21820165469588143
11084, Ka+,2019,12430,Manual,344,Petrol,145,47.9,1.2,0.22602054732248386
11085, Ka+,2019,11950,Manual,48,Petrol,145,47.9,1.2,0.2172924811346486
11086, Ka+,2019,11790,Manual,327,Petrol,145,47.9,1.2,0.21438312573870352
11087, Ka+,2019,12780,Manual,339,Petrol,145,43.5,1.2,0.23238476225111374
11088, C-MAX,2017,13890,Automatic,14651,Diesel,145,67.3,1.5,0.2525684153104828
11089, Kuga,2018,15900,Manual,14561,Diesel,150,60.1,2.0,0.2891171924720429
11090, Fiesta,2019,16500,Manual,4446,Petrol,150,60.1,1.0,0.300027275206837
11091, EcoSport,2016,9481,Manual,27000,Petrol,125,53.3,1.0,0.172397490680971
11092, Focus,2017,11257,Manual,17000,Diesel,150,74.3,1.5,0.20469133557596145
11093, Fiesta,2017,10997,Manual,12000,Petrol,145,65.7,1.0,0.1999636330575507
11094, Fiesta,2015,8484,Manual,25000,Petrol,0,65.7,1.0,0.1542685698699882
11095, Ka+,2017,7278,Manual,23000,Petrol,150,57.7,1.2,0.1323393035730521
11096, Focus,2018,12877,Manual,16000,Petrol,150,60.1,1.0,0.23414855895990544
11097, Mustang,2016,27925,Manual,11600,Petrol,580,20.9,5.0,0.5077734339485408
11098, Kuga,2019,19990,Manual,8694,Petrol,145,35.3,1.5,0.3634875897808892
11099, Kuga,2017,18500,Semi-Auto,14325,Diesel,145,54.3,2.0,0.3363942176561506
11100, Focus,2018,18680,Manual,3300,Petrol,145,41.5,2.0,0.3396672424765888
11101, Kuga,2019,24680,Semi-Auto,3369,Diesel,145,38.7,2.0,0.4487680698245295
11102, Focus,2019,26780,Manual,4763,Petrol,145,34.5,2.3,0.48695335939630874
11103, Fiesta,2017,10680,Manual,19741,Petrol,145,65.7,1.0,0.1941994726793345
11104, Mondeo,2019,25890,Automatic,4200,Hybrid,135,46.3,2.0,0.4707700700063642
11105, S-MAX,2019,24500,Manual,13156,Diesel,145,54.3,2.0,0.44549504500409126
11106, Focus,2018,17500,Manual,4290,Petrol,145,60.1,1.0,0.3182107464314938
11107, Focus,2017,16000,Manual,19193,Petrol,145,41.5,2.0,0.2909355395945086
11108, B-MAX,2013,7999,Manual,26902,Petrol,30,55.4,1.0,0.14544958632602964
11109, Focus,2013,5999,Manual,59477,Petrol,30,56.5,1.0,0.10908264387671607
11110, EcoSport,2018,12499,Manual,14153,Petrol,145,53.3,1.0,0.22727520683698518
11111, Focus,2016,9999,Manual,23325,Petrol,20,61.4,1.0,0.1818165287753432
11112, Kuga,2018,17999,Manual,20321,Petrol,150,45.6,1.5,0.3272842985725975
11113, Focus,2019,17999,Manual,11304,Petrol,150,46.3,1.5,0.3272842985725975
11114, Edge,2017,20999,Semi-Auto,24224,Diesel,150,48.7,2.0,0.38183471224656784
11115, Kuga,2019,18999,Manual,8509,Diesel,145,38.2,2.0,0.3454677697972543
11116, Fiesta,2018,11499,Semi-Auto,32094,Petrol,145,54.3,1.0,0.20909173561232838
11117, Kuga,2018,18890,Manual,18670,Petrol,145,39.2,1.5,0.3434857714337667
11118, Kuga,2019,19990,Semi-Auto,9900,Diesel,145,37.7,2.0,0.3634875897808892
11119, Kuga,2019,23780,Automatic,12603,Diesel,145,38.7,2.0,0.4324029457223384
11120, Kuga,2019,23890,Semi-Auto,8123,Diesel,145,38.7,2.0,0.43440312755705063
11121, Kuga,2017,14990,Manual,13988,Diesel,145,60.1,2.0,0.27257023365760524
11122, Focus,2017,11550,Semi-Auto,30973,Diesel,0,74.3,1.5,0.21001909264478588
11123, Fiesta,2019,12980,Manual,15274,Petrol,145,60.1,1.0,0.23602145649604508
11124, Focus,2017,11890,Semi-Auto,38617,Petrol,125,51.4,1.0,0.2162014728611692
11125, Kuga,2015,11500,Manual,28849,Diesel,125,60.1,2.0,0.20910991908355306
11126, Focus,2019,15890,Manual,12049,Petrol,145,58.9,1.0,0.28893535775979634
11127, Fiesta,2016,8990,Manual,14914,Petrol,125,54.3,1.2,0.16346940630966453
11128, Fiesta,2014,8995,Semi-Auto,19797,Petrol,150,47.9,1.6,0.1635603236657878
11129, EcoSport,2019,17900,Semi-Auto,1,Petrol,145,45.6,1.0,0.32548413492135647
11130, Focus,2016,14000,Manual,35194,Petrol,205,41.5,2.0,0.25456859714519503
11131, Focus,2016,14400,Manual,22973,Petrol,205,41.5,2.0,0.26184198563505773
11132, Fiesta,2017,10500,Semi-Auto,35377,Petrol,0,57.7,1.0,0.19092644785889626
11133, Focus,2019,15890,Manual,13773,Petrol,145,58.9,1.0,0.28893535775979634
11134, Kuga,2019,17280,Manual,14319,Petrol,145,34.4,1.5,0.31421038276206925
11135, Fiesta,2019,13950,Manual,14459,Petrol,145,58.9,1.0,0.25365942358396215
11136, Kuga,2017,13500,Manual,37071,Diesel,125,60.1,2.0,0.24547686153286663
11137, S-MAX,2017,19399,Manual,28225,Diesel,145,56.5,2.0,0.352741158287117
11138, S-MAX,2017,16899,Manual,36545,Diesel,145,56.5,2.0,0.30728248022547505
11139, Fiesta,2018,9799,Manual,30701,Petrol,145,65.7,1.0,0.17817983453041186
11140, Fiesta,2018,10499,Manual,34683,Petrol,145,65.7,1.0,0.1909082643876716
11141, Fiesta,2019,15899,Manual,4058,Petrol,145,60.1,1.0,0.28909900900081825
11142, Fiesta,2019,16399,Semi-Auto,7805,Petrol,145,48.7,1.0,0.29819074461314665
11143, Fiesta,2019,15599,Manual,6123,Petrol,145,58.9,1.0,0.2836439676334212
11144, Kuga,2018,16599,Manual,21517,Diesel,145,54.3,2.0,0.301827438858078
11145, Kuga,2015,13199,Manual,21696,Diesel,145,54.3,2.0,0.24000363669424493
11146, Fiesta,2018,13499,Semi-Auto,6476,Petrol,145,48.7,1.0,0.24545867806164196
11147, Kuga,2017,13500,Manual,42744,Diesel,145,60.1,2.0,0.24547686153286663
11148, Focus,2018,12500,Manual,8455,Petrol,145,60.1,1.0,0.22729339030820983
11149, Focus,2017,10990,Semi-Auto,23224,Petrol,150,51.4,1.0,0.1998363487589781
11150, Focus,2015,9295,Manual,20578,Petrol,20,60.1,1.0,0.16901536503318484
11151, Fiesta,2017,8400,Manual,9796,Petrol,150,54.3,1.2,0.152741158287117
11152, Fiesta,2018,11000,Manual,15591,Petrol,150,65.7,1.0,0.20001818347122466
11153, Fiesta,2018,11500,Manual,9487,Petrol,150,65.7,1.0,0.20910991908355306
11154, Fiesta,2018,12000,Manual,15711,Petrol,150,62.8,1.0,0.21820165469588143
11155, Fiesta,2019,16890,Semi-Auto,8147,Petrol,150,48.7,1.0,0.30711882898445314
11156, Kuga,2018,18980,Semi-Auto,8011,Diesel,150,47.9,2.0,0.3451222838439858
11157, Fiesta,2017,8899,Manual,18207,Petrol,125,54.3,1.2,0.16181471042822074
11158, Focus,2017,16899,Manual,21065,Petrol,145,41.5,2.0,0.30728248022547505
11159, EcoSport,2019,18799,Manual,647,Petrol,145,52.3,1.0,0.34183107555232295
11160, C-MAX,2017,11599,Manual,15376,Diesel,20,68.9,1.5,0.21091008273479409
11161, Kuga,2017,17299,Manual,12862,Diesel,145,60.1,2.0,0.31455586871533775
11162, Grand C-MAX,2018,13799,Manual,11708,Diesel,145,64.2,1.5,0.250913719429039
11163, B-MAX,2017,11499,Manual,8769,Petrol,30,57.7,1.0,0.20909173561232838
11164, Focus,2017,12599,Manual,4559,Petrol,145,61.4,1.0,0.22909355395945086
11165, C-MAX,2016,10000,Manual,17693,Diesel,20,68.9,1.5,0.18183471224656786
11166, Fiesta,2019,15699,Manual,7331,Petrol,145,60.1,1.0,0.2854623147558869
11167, B-MAX,2013,5495,Semi-Auto,56950,Petrol,160,44.1,1.6,0.09991817437948905
11168, Fiesta,2018,9995,Manual,27800,Petrol,145,65.7,1.0,0.1817437948904446
11169, Fiesta,2018,9995,Manual,28834,Petrol,145,65.7,1.0,0.1817437948904446
11170, Focus,2017,11500,Manual,22075,Diesel,0,74.3,1.5,0.20910991908355306
11171, EcoSport,2020,18995,Manual,24,Petrol,145,51.4,1.0,0.34539503591235565
11172, Ka+,2018,7500,Manual,14446,Petrol,145,57.7,1.2,0.13637603418492592
11173, Focus,2019,17880,Manual,1,Diesel,145,74.3,1.5,0.32512046549686335
11174, Kuga,2019,23880,Semi-Auto,3500,Diesel,145,38.7,2.0,0.4342212928448041
11175, Ka+,2019,12000,Manual,784,Petrol,145,47.9,1.2,0.21820165469588143
11176, Kuga,2019,18690,Manual,12557,Petrol,145,35.3,1.5,0.33984907718883534
11177, Focus,2017,18599,Manual,18418,Petrol,200,41.5,2.0,0.3381943813073916
11178, Fiesta,2017,9899,Manual,24270,Petrol,145,65.7,1.0,0.17999818165287754
11179, Kuga,2018,19399,Manual,4883,Diesel,145,47.9,1.5,0.352741158287117
11180, Focus,2018,13499,Manual,13377,Petrol,145,60.1,1.0,0.24545867806164196
11181, Fiesta,2018,12000,Manual,14652,Petrol,145,56.5,1.0,0.21820165469588143
11182, Fiesta,2018,11199,Manual,21600,Petrol,145,56.5,1.0,0.20363669424493136
11183, Fiesta,2019,15299,Manual,6164,Petrol,145,58.9,1.0,0.2781889262660242
11184, Fiesta,2019,16599,Semi-Auto,7885,Petrol,145,48.7,1.0,0.301827438858078
